action,position,equity
0,-1,0.9769720573178354
0,-1,0.9775028443985435
0,-1,0.9783203651985017
0,-1,0.9790298740129021
0,-1,0.9785115181984956
0,-1,0.9780914104629298
0,-1,0.977842490636817
0,-1,0.9779059085012369
0,-1,0.974558962475319
0,-1,0.9745201972987219
0,-1,0.974786686686608
0,-1,0.9752472383517216
0,-1,0.9749803511070196
0,-1,0.9763334565245689
0,-1,0.9756185484248296
0,-1,0.979756033726124
0,-1,0.982038300423698
0,-1,0.9872736467907614
0,-1,0.9849710634250762
0,-1,0.984184007281523
0,-1,0.9823405912446045
0,-1,0.9822322708317653
0,-1,0.9818384652790644
0,-1,0.9828074341652034
0,-1,0.9827024604873649
0,-1,0.98295030312419
0,-1,0.9824030980986407
0,-1,0.9811227828854435
0,-1,0.9797917742868799
0,-1,0.9798897375452792
0,-1,0.9808259636753704
0,-1,0.9797161488588042
0,-1,0.980098147432198
0,-1,0.9788860712312775
0,-1,0.9784084031776512
0,-1,0.979424350340043
0,-1,0.9782937172775062
0,-1,0.9781115728679252
0,-1,0.9793773225073241
0,-1,0.9803952870482093
0,-1,0.9755057551337636
0,-1,0.9758830328810211
0,-1,0.9764676098839689
0,-1,0.977961211517371
0,-1,0.9773707244822557
0,-1,0.9779507505454931
0,-1,0.9774466509627487
0,-1,0.9773247777393942
0,-1,0.977173692623317
0,-1,0.9763614957505466
0,-1,0.9782959539929897
0,-1,0.977906744861182
0,-1,0.978262951489984
0,-1,0.9780480951364711
0,-1,0.9797515482429491
0,-1,0.9843262674549679
0,-1,0.9841878371105952
0,-1,0.9898307470022424
0,-1,0.9927669852081685
0,-1,0.9933051207243365
2,1,0.9917890829907112
2,1,0.9966814007753417
2,1,1.001880746733699
0,-1,1.0004983586730551
0,-1,1.0014874721845841
0,-1,0.9988815084150069
0,-1,0.9998874540641371
0,-1,0.9986889180399565
0,-1,0.9996444504133921
0,-1,0.999519141171756
0,-1,0.9996779934596783
0,-1,1.000005323178219
0,-1,0.9990823810174686
0,-1,0.9989872529640511
0,-1,1.0009595327688674
0,-1,1.000487127210468
